FID;Shape *;OBJECTID_1;dpa_provin;dpa_despro;cod_zona;dpa_canton;dpa_descan;cod_distri;des_distri;cod_circ;des_circ;cod_postal;Shape_Leng;Shape_Area;Poblacion
943;Poligono;917;3;CAâ€žAR;6;301;AZOGUES;03D01;AZOGUES-BIBLIAN-DELEG;03D01C01;PINDILIG-RIVERA-TADAY;30112;103.915.701.866;397.850.700.543;5281
944;Poligono;918;3;CAâ€žAR;6;307;SUSCAL;03D02;CAâ€žAR-EL TAMBO-SUSCAL;03D02C07;SUSCAL;30206;33.571.235.683;498.047.085.257;5016
945;Poligono;919;3;CAâ€žAR;6;304;LA TRONCAL;03D03;LA TRONCAL;03D03C02;LA TRONCAL;30303;35.626.026.639;382.722.064.708;4297
946;Poligono;920;3;CAâ€žAR;6;303;CAâ€žAR;03D02;CAâ€žAR-EL TAMBO-SUSCAL;03D02C03;GUALLETURO-SAN ANTONIO-CHOROCOPTE;30204;30.481.717.551;376.021.081.203;3041
947;Poligono;921;3;CAâ€žAR;6;301;AZOGUES;03D01;AZOGUES-BIBLIAN-DELEG;03D01C06;COJITAMBO-JAVIER LOYOLA (CHUQUIPATA);30105;39.352.336.406;464.724.822.725;10496
948;Poligono;922;3;CAâ€žAR;6;303;CAâ€žAR;03D02;CAâ€žAR-EL TAMBO-SUSCAL;03D02C04;HONORATO VASQUEZ (TAMBO VIEJO)-INGAPIRCA;30203;99.229.590.703;365923038.8;14651
949;Poligono;923;3;CAâ€žAR;6;303;CAâ€žAR;03D02;CAâ€žAR-EL TAMBO-SUSCAL;03D02C05;ZHUD-JUNCAL;30207;91.867.609.801;187.092.913.721;4537
950;Poligono;924;3;CAâ€žAR;6;303;CAâ€žAR;03D02;CAâ€žAR-EL TAMBO-SUSCAL;03D02C02;GENERAL MORALES (SOCARTE)-VENTURA-CHONTAMARCA-DUCUR;30208;123.522.027.026;484.633.769.199;12975
951;Poligono;925;3;CAâ€žAR;6;304;LA TRONCAL;03D03;LA TRONCAL;03D03C03;MANUEL J. CALLE-PANCHO NEGRO;30304;97.384.229.842;198135337.7;11972
952;Poligono;926;21;SUCUMBIOS;1;2105;SUCUMBIOS;21D01;GONZALO PIZARRO-CASCALES-SUCUMBIOS;21D01C03;SANTA BARBARA-LA BONITA-LA SOFIA-ROSA FLORIDA-EL PLAYON DE SAN FRANCISCO;210102;23.265.020.073;1518482031;3434
953;Poligono;927;21;SUCUMBIOS;1;2102;GONZALO PIZARRO;21D01;GONZALO PIZARRO-CASCALES-SUCUMBIOS;21D01C02;PUERTO LIBRE-GONZALO PIZARRO-LUMBAQUI-EL REVENTADOR;210101;356.608.756.542;2234275336;8600
954;Poligono;928;21;SUCUMBIOS;1;2101;LAGO AGRIO;21D02;LAGO AGRIO;21D02C04;NUEVA LOJA;210202;91.296.313.437;224.351.030.484;11899
955;Poligono;929;21;SUCUMBIOS;1;2101;LAGO AGRIO;21D02;LAGO AGRIO;21D02C07;DURENO-PACAYACU;210207;278.103.598.485;1131555405;11003
956;Poligono;930;21;SUCUMBIOS;1;2101;LAGO AGRIO;21D02;LAGO AGRIO;21D02C01;NUEVA LOJA;210203;68.442.973.928;117.812.887.632;13505
957;Poligono;931;21;SUCUMBIOS;1;2101;LAGO AGRIO;21D02;LAGO AGRIO;21D02C05;SANTA CECILIA-JAMBELI;210205;206.519.318.653;679.755.236.352;9603
958;Poligono;932;21;SUCUMBIOS;1;2104;SHUSHUFINDI;21D04;SHUSHUFINDI;21D04C01;SHUSHUFINDI;210402;110.525.337.281;324.484.359.598;11258
959;Poligono;933;21;SUCUMBIOS;1;2104;SHUSHUFINDI;21D04;SHUSHUFINDI;21D04C05;SAN ROQUE (CAB EN SAN VICENTE)-LIMONCOCHA;210403;248.021.046.567;1249701605;9954
960;Poligono;934;21;SUCUMBIOS;1;2106;CASCALES;21D01;GONZALO PIZARRO-CASCALES-SUCUMBIOS;21D01C01;SANTA ROSA DE SUCUMBIOS-SEVILLA-EL DORADO DE CASCALES;210103;22.771.519.667;1252376030;11103
961;Poligono;935;21;SUCUMBIOS;1;2103;PUTUMAYO;21D03;PUTUMAYO-CUYABENO;21D03C04;PUERTO BOLIVAR (PUERTO MONTUFAR)-PUERTO EL CARMEN DEL PUTUMAYO;210301;350.388.153.049;1583107899;3727
962;Poligono;936;21;SUCUMBIOS;1;2107;CUYABENO;21D03;PUTUMAYO-CUYABENO;21D03C02;CUYABENO;210303;41.694.337.842;2301559436;392
963;Poligono;937;21;SUCUMBIOS;1;2101;LAGO AGRIO;21D02;LAGO AGRIO;21D02C03;NUEVA LOJA;210204;31.249.400.231;352.210.111.742;20908
964;Poligono;938;21;SUCUMBIOS;1;2101;LAGO AGRIO;21D02;LAGO AGRIO;21D02C08;GENERAL FARFAN;210206;126.402.504.697;519.783.394.337;6748
965;Poligono;939;21;SUCUMBIOS;1;2101;LAGO AGRIO;21D02;LAGO AGRIO;21D02C02;NUEVA LOJA;210201;5.749.975.752;172.738.113.324;11418
966;Poligono;940;21;SUCUMBIOS;1;2101;LAGO AGRIO;21D02;LAGO AGRIO;21D02C06;EL ENO;210208;156.299.963.289;447.106.978.515;6642
967;Poligono;941;21;SUCUMBIOS;1;2104;SHUSHUFINDI;21D04;SHUSHUFINDI;21D04C03;SAN PEDRO DE LOS COFANES-SIETE DE JULIO;210404;82.544.373.627;195.901.264.087;7139
968;Poligono;942;21;SUCUMBIOS;1;2104;SHUSHUFINDI;21D04;SHUSHUFINDI;21D04C02;SHUSHUFINDI;210401;86.279.874.642;127.068.938.036;15117
969;Poligono;943;21;SUCUMBIOS;1;2104;SHUSHUFINDI;21D04;SHUSHUFINDI;21D04C04;PAâ€žACOCHA;210405;168.078.898.418;636.293.516.912;860
970;Poligono;944;21;SUCUMBIOS;1;2103;PUTUMAYO;21D03;PUTUMAYO-CUYABENO;21D03C03;SANTA ELENA-PALMA ROJA;210305;338.901.574.503;1679573231;5934
971;Poligono;945;21;SUCUMBIOS;1;2103;PUTUMAYO;21D03;PUTUMAYO-CUYABENO;21D03C05;PUERTO RODRIGUEZ;210302;128.595.380.433;287.231.239.229;496
972;Poligono;946;21;SUCUMBIOS;1;2107;CUYABENO;21D03;PUTUMAYO-CUYABENO;21D03C01;TARAPOA-AGUAS NEGRAS;210304;277.002.949.348;1599190567;6744
973;Poligono;947;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C13;SANTA MARIA DEL TOACHI;230118;123.895.035.968;353.527.298.841;5615
974;Poligono;948;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C12;EL ESFUERZO;230119;92.894.283.413;286.168.689.899;5739
975;Poligono;949;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C16;LUZ DE AMERICA;230120;139.030.164.831;310.754.753.597;10905
976;Poligono;950;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C15;ALLURIQUIN;230116;71.526.491.342;189.104.489.664;3105
977;Poligono;951;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C01;SANTO DOMINGO DE LOS COLORADOS;230202;9.115.079.648;349.831.594.186;20927
978;Poligono;952;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C03;SANTO DOMINGO DE LOS COLORADOS;230108;5.838.988.259;137.366.769.571;11337
979;Poligono;953;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C11;SANTO DOMINGO DE LOS COLORADOS;230111;7.651.603.642;180.986.215.522;1331
980;Poligono;954;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C04;SANTO DOMINGO DE LOS COLORADOS;230106;11.283.863.116;395.436.026.119;20128
981;Poligono;955;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C02;SANTO DOMINGO DE LOS COLORADOS;230103;7.868.382.028;275.769.661.616;8516
982;Poligono;956;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C06;SANTO DOMINGO DE LOS COLORADOS;230104;9.758.475.187;342.371.314.701;21776
983;Poligono;957;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C03;SANTO DOMINGO DE LOS COLORADOS;230107;5.642.555.715;122.938.739.109;11235
984;Poligono;958;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C10;SANTO DOMINGO DE LOS COLORADOS;230109;18.068.192.766;724.403.164.127;2849
985;Poligono;959;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C03;SANTO DOMINGO DE LOS COLORADOS;230201;6.388.491.593;256.938.542.887;11202
986;Poligono;960;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C01;SANTO DOMINGO DE LOS COLORADOS;230203;9.089.973.566;275.499.063.507;10747
987;Poligono;961;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C02;SANTO DOMINGO DE LOS COLORADOS;230208;6.781.776.922;131.876.838.173;5651
988;Poligono;962;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C06;SANTO DOMINGO DE LOS COLORADOS;230207;37.802.409.814;181.178.767.604;28096
989;Poligono;963;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C11;SANTO DOMINGO DE LOS COLORADOS;230105;24.479.089.389;769.932.108.801;4351
990;Poligono;964;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C09;SANTO DOMINGO DE LOS COLORADOS;230110;79.990.856.209;105.815.021.335;9252
991;Poligono;965;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C17;SANTO DOMINGO DE LOS COLORADOS;230117;66.394.952.549;163.905.259.349;4687
992;Poligono;966;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C07;SANTO DOMINGO DE LOS COLORADOS;230112;40.013.253.158;278.588.080.504;15515
993;Poligono;967;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C01;SANTO DOMINGO DE LOS COLORADOS;230113;97.388.422.772;207.690.507.599;5183
994;Poligono;968;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C08;SANTO DOMINGO DE LOS COLORADOS;230114;115.565.691.245;242981590.8;3261
995;Poligono;969;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C14;ALLURIQUIN;230115;124.115.275.852;475.920.411.186;6620
996;Poligono;970;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C02;SANTO DOMINGO DE LOS COLORADOS;230102;856.128.977;240.972.696.122;23211
997;Poligono;971;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D01;ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE;23D01C05;SANTO DOMINGO DE LOS COLORADOS;230101;7.710.039.592;226.488.559.829;20470
998;Poligono;972;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C04;SANTO DOMINGO DE LOS COLORADOS;230205;10.020.855.623;317.410.058.393;18318
999;Poligono;973;15;NAPO;2;1501;TENA;15D01;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;15D01C06;TALAG-PANO;150106;259.232.965.768;1703840890;4160
1000;Poligono;974;15;NAPO;2;1509;CARLOS JULIO AROSEMENA TOLA;15D01;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;15D01C03;CARLOS JULIO AROSEMENA TOLA;150105;14.529.825.791;502.244.706.766;3664
1001;Poligono;975;15;NAPO;2;1504;EL CHACO;15D02;EL CHACO-QUIJOS;15D02C03;GONZALO DIAZ DE PINEDA(EL BOMBON)-SANTA ROSA;150202;293.258.211.286;2244374328;1778
1002;Poligono;976;15;NAPO;2;1501;TENA;15D01;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;15D01C04;TENA;150102;59.273.974.128;746.697.889.968;14282
1003;Poligono;977;15;NAPO;2;1503;ARCHIDONA;15D01;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;15D01C02;COTUNDO;150107;283.434.645.364;1919093835;8375
1004;Poligono;978;15;NAPO;2;1501;TENA;15D01;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;15D01C07;PUERTO NAPO-PUERTO MISAHUALLI;150104;181.900.630.715;564025818.4;10519
1005;Poligono;979;15;NAPO;2;1501;TENA;15D01;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;15D01C08;CHONTAPUNTA;150109;273.161.894.191;974.319.667.168;6767
1006;Poligono;980;15;NAPO;2;1501;TENA;15D01;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;15D01C09;AHUANO;150108;151.969.114.186;417.554.738.077;5579
1007;Poligono;981;15;NAPO;2;1501;TENA;15D01;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;15D01C05;TENA;150101;116.097.283.587;187.816.134.483;19653
1008;Poligono;982;15;NAPO;2;1503;ARCHIDONA;15D01;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;15D01C01;ARCHIDONA-SAN PABLO DE USHPAYACU;150103;363.181.380.332;1109056614;16592
1009;Poligono;983;15;NAPO;2;1507;QUIJOS;15D02;EL CHACO-QUIJOS;15D02C06;CUYUJA-PAPALLACTA;150205;128.627.037.651;631.879.515.921;1534
1010;Poligono;984;15;NAPO;2;1507;QUIJOS;15D02;EL CHACO-QUIJOS;15D02C05;COSANGA-SAN FRANCISCO DE BORJA (VIRGILIO DAVILA)-BAEZA-SUMACO;150204;198.760.024.548;956.560.865.553;4690
1011;Poligono;985;15;NAPO;2;1504;EL CHACO;15D02;EL CHACO-QUIJOS;15D02C04;OYACACHI;150206;182.711.793.288;858253653.7;620
1012;Poligono;986;15;NAPO;2;1504;EL CHACO;15D02;EL CHACO-QUIJOS;15D02C02;LINARES-SARDINAS;150203;134.559.424.584;328.234.823.256;746
1013;Poligono;987;15;NAPO;2;1504;EL CHACO;15D02;EL CHACO-QUIJOS;15D02C01;EL CHACO;150201;5.681.973.277;704.940.776.275;4816
1014;Poligono;988;8;ESMERALDAS;1;803;MUISNE;08D03;MUISNE-ATACAMES;08D03C04;BOLIVAR-DAULE;80308;123.493.938.129;145.302.081.384;2796
1015;Poligono;989;8;ESMERALDAS;1;802;ELOY ALFARO;08D02;ELOY ALFARO;08D02C02;SANTO DOMINGO DE ONZOLE-SAN FRANCISCO DE ONZOLE-ANCHAYACU;80204;211.631.856.015;1088678433;5901
1016;Poligono;990;8;ESMERALDAS;1;802;ELOY ALFARO;08D02;ELOY ALFARO;08D02C03;SAN JOSE DE CAYAPAS-TELEMBI-BORBON-ATAHUALPA (CAB. EN CAMARONES);80203;307.812.839.158;1842352426;16285
1017;Poligono;991;8;ESMERALDAS;1;802;ELOY ALFARO;08D02;ELOY ALFARO;08D02C01;LA TOLA-PAMPANAL DE BOLIVAR-VALDEZ (LIMONES);80201;447.137.467.751;404.204.027.164;11316
1018;Poligono;992;8;ESMERALDAS;1;803;MUISNE;08D03;MUISNE-ATACAMES;08D03C01;GALERA-SAN FRANCISCO-QUINGUE (OLMEDO PERDOMO FRANCO);80302;9.179.559.369;285.997.501.732;5116
1019;Poligono;993;8;ESMERALDAS;1;806;ATACAMES;08D03;MUISNE-ATACAMES;08D03C08;SUA (CAB EN LA BOCANA)-TONCHIGUE;80303;87.445.974.426;205.071.643.586;11450
1020;Poligono;994;8;ESMERALDAS;1;806;ATACAMES;08D03;MUISNE-ATACAMES;08D03C05;ATACAMES;80305;63.657.880.723;104.767.549.875;16141
1021;Poligono;995;8;ESMERALDAS;1;806;ATACAMES;08D03;MUISNE-ATACAMES;08D03C07;LA UNION;80304;6.755.373.808;114.372.772.683;2540
1022;Poligono;996;8;ESMERALDAS;1;806;ATACAMES;08D03;MUISNE-ATACAMES;08D03C06;TONSUPA;80306;50.338.619.262;841.114.987.642;10681
1023;Poligono;997;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C10;CUBE;80407;141.676.925.818;699.291.849.297;7590
1024;Poligono;998;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C07;ESMERALDAS;80113;41.382.232.749;392.651.565.966;8650
1025;Poligono;999;8;ESMERALDAS;1;805;SAN LORENZO;08D05;SAN LORENZO;08D05C01;MATAJE (CAB EN SANTANDER)-SAN LORENZO-ANCON (PICHANGAL) (CAB. EN PALMA REAL);80501;472.110.693.099;565.820.492.582;28198
1026;Poligono;1000;8;ESMERALDAS;1;805;SAN LORENZO;08D05;SAN LORENZO;08D05C04;CARONDELET-CALDERON-TULULBI  (CAB EN RICAURTE)-SANTA RITA;80502;107.926.804.551;534.402.030.972;6292
1027;Poligono;1001;8;ESMERALDAS;1;803;MUISNE;08D03;MUISNE-ATACAMES;08D03C03;SALIMA-SAN JOSE DE CHAMANGA;80307;98.738.295.787;188.916.706.295;3149
1028;Poligono;1002;8;ESMERALDAS;1;808;LA CONCORDIA;08D07;LA CONCORDIA;08D07C02;LA CONCORDIA;80703;65.531.642.196;123.753.267.269;8962
1029;Poligono;1003;8;ESMERALDAS;1;803;MUISNE;08D03;MUISNE-ATACAMES;08D03C02;SAN GREGORIO-MUISNE;80301;193.569.740.943;622.310.850.578;14481
1030;Poligono;1004;8;ESMERALDAS;1;805;SAN LORENZO;08D05;SAN LORENZO;08D05C03;TAMBILLO;80504;187.454.912.441;213.278.101.836;1575
1031;Poligono;1005;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C10;ESMERALDAS;80106;4.463.842.829;809.465.267.649;7977
1032;Poligono;1006;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C12;ESMERALDAS;80104;2.613.605.328;391.663.836.732;8776
1033;Poligono;1007;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C18;VUELTA LARGA;80122;25.441.516.077;203.601.397.348;1735
1034;Poligono;1008;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C17;VUELTA LARGA;80120;41.103.270.046;482.439.034.798;454
1035;Poligono;1009;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C19;TABIAZO-CRNEL. CARLOS C. TORRES (CAB. EN HUELE);80123;110.366.374.978;429.514.955.399;5014
1036;Poligono;1010;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C21;CHINCA-MAJUA-SAN MATEO;80121;138.954.540.481;534.342.264.466;12825
1037;Poligono;1011;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C20;TACHINA-CAMARONES (CAB. EN SAN VICENTE);80114;79.889.888.761;235.626.894.572;6737
1038;Poligono;1012;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C07;ROSA ZARATE (QUININDE);80410;84.440.500.872;131.482.039.262;7283
1039;Poligono;1013;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C06;ROSA ZARATE (QUININDE);80411;75.309.898.289;190.350.947.645;5532
1040;Poligono;1014;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C08;LA UNION;80409;104.375.150.172;333.636.984.671;19924
1041;Poligono;1015;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C03;ROSA ZARATE (QUININDE);80401;40.204.775.104;384.914.749.022;15155
1042;Poligono;1016;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C02;ROSA ZARATE (QUININDE);80402;45.550.645.669;637.267.404.697;18092
1043;Poligono;1017;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C04;ROSA ZARATE (QUININDE);80405;100.350.268.769;245.671.517.816;9447
1044;Poligono;1018;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C05;ROSA ZARATE (QUININDE);80406;135.301.619.346;341.674.770.815;3793
1045;Poligono;1019;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C01;ROSA ZARATE (QUININDE);80403;125.852.912.462;350.992.050.884;7943
1046;Poligono;1020;8;ESMERALDAS;1;805;SAN LORENZO;08D05;SAN LORENZO;08D05C02;CONCEPCION-SAN JAVIER DE CACHAVI-URBINA-ALTO TAMBO (CAB EN GUADUAL)-5 DE JUNIO (CAB EN UIMBI);80503;317.350.675.095;1706012703;6077
1047;Poligono;1021;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C14;ESMERALDAS;80101;4.944.574.102;865.523.420.361;8702
1048;Poligono;1022;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C09;ESMERALDAS;80111;2.686.784.399;38.995.920.678;6306
1049;Poligono;1023;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C03;ESMERALDAS;80110;11.052.867;157.232.839.785;9260
1050;Poligono;1024;8;ESMERALDAS;1;808;LA CONCORDIA;08D07;LA CONCORDIA;08D07C03;LA CONCORDIA;80702;65.236.856.161;926.125.617.103;2779
1051;Poligono;1025;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C02;ESMERALDAS;80107;5.506.111.405;618.350.289.962;6664
1052;Poligono;1026;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C11;ESMERALDAS;80112;6.283.256.169;12.458.459.924;13633
1053;Poligono;1027;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C06;ESMERALDAS;80103;2.722.749.674;3.316.916.059;8553
1054;Poligono;1028;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C13;ESMERALDAS;80105;3.327.126.286;510.337.656.172;7471
1055;Poligono;1029;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C01;ESMERALDAS;80117;4.460.857.741;970.553.893.065;10800
1056;Poligono;1030;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C16;VUELTA LARGA;80115;15.447.359.234;481.351.518.606;416
1057;Poligono;1031;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C15;ESMERALDAS;80116;13.132.998.617;346.367.151.459;8402
1058;Poligono;1032;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C08;ESMERALDAS;80119;17.893.950.092;757.693.962.632;21315
1059;Poligono;1033;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C04;ESMERALDAS;80118;14.182.494.663;410.179.442.418;14243
1060;Poligono;1034;8;ESMERALDAS;1;801;ESMERALDAS;08D01;ESMERALDAS;08D01C07;ESMERALDAS;80102;7.348.074.817;121.673.792.198;10375
1061;Poligono;1035;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C02;RIOBAMBA;60106;10.909.528.103;474.343.904.365;12388
