FID;Shape *;OBJECTID_1;dpa_provin;dpa_despro;cod_zona;dpa_canton;dpa_descan;cod_distri;des_distri;cod_circ;des_circ;cod_postal;Shape_Leng;Shape_Area;Poblacion
53;Poligono;54;9;GUAYAS;8;901;GUAYAQUIL;09D05;TARQUI 1-TENGUEL;09D05C03;GUAYAQUIL-GUAYACANES;90508;14.130.969.435;875.676.798.861;40818
54;Poligono;55;9;GUAYAS;8;901;GUAYAQUIL;09D03;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;09D03C04;GUAYAQUIL-GARAY;90302;6.760.035.204;259.320.809.379;40379
55;Poligono;56;9;GUAYAS;8;901;GUAYAQUIL;09D04;FEBRES CORDERO;09D04C04;GUAYAQUIL-PORTETE;90401;8.197.799.724;285.347.246.447;75195
56;Poligono;57;9;GUAYAS;8;901;GUAYAQUIL;09D07;PASCUALES - 1;09D07C03;GUAYAQUIL-BASTION POPULAR 1;90701;5.347.798.997;164.951.017.426;31286
57;Poligono;58;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C02;GUAYAQUIL-FORTIN;90803;7.586.059.452;322.335.434.248;48019
58;Poligono;59;9;GUAYAS;8;901;GUAYAQUIL;09D01;XIMENA 1 - PUNA-ESTUARIO DEL RIO GUAYAS;09D01C04;GUAYAQUIL-7 LAGOS;90103;9.002.983.535;280.227.156.401;59427
59;Poligono;60;9;GUAYAS;8;901;GUAYAQUIL;09D01;XIMENA 1 - PUNA-ESTUARIO DEL RIO GUAYAS;09D01C02;GUAYAQUIL-UNION DE BANANEROS;90101;8.600.492.697;211.754.528.353;52591
60;Poligono;61;9;GUAYAS;5;925;NOBOL;09D19;DAULE-NOBOL-SANTA LUCIA;09D19C10;NARCISA DE JESUS;91905;76.339.385.202;136.733.435.176;19635
61;Poligono;62;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C04;MILAGRO;91714;63.931.527.067;128.428.035.685;2878
62;Poligono;63;9;GUAYAS;5;919;SALITRE;09D20;URBINA JADO;09D20C02;EL SALITRE (LAS RAMAS);92004;56.259.776.356;721.623.528.832;15703
63;Poligono;64;9;GUAYAS;5;919;SALITRE;09D20;URBINA JADO;09D20C04;LA VICTORIA (â€žAUZA);92005;42.939.464.675;81.563.911.788;6483
64;Poligono;65;9;GUAYAS;8;907;DURAN;09D24;DURAN;09D24C04;ELOY ALFARO (DURAN);92410;22.631.189.609;284.213.064.177;114
65;Poligono;66;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C08;MILAGRO;91711;4.384.336.452;954.568.545.409;9349
66;Poligono;67;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C01;MILAGRO;91706;7.939.866.042;224.536.968.431;12515
67;Poligono;68;9;GUAYAS;5;906;DAULE;09D19;DAULE-NOBOL-SANTA LUCIA;09D19C03;DAULE;91902;41.391.974.117;523.767.655.426;25152
68;Poligono;69;9;GUAYAS;5;906;DAULE;09D19;DAULE-NOBOL-SANTA LUCIA;09D19C04;LIMONAL-LAUREL;91903;67.098.599.982;846.642.795.221;18654
69;Poligono;70;9;GUAYAS;8;907;DURAN;09D24;DURAN;09D24C02;ELOY ALFARO (DURAN);92408;8.496.738.722;35.682.015.201;37299
70;Poligono;71;9;GUAYAS;8;907;DURAN;09D24;DURAN;09D24C08;ELOY ALFARO (DURAN);92409;5.623.661.455;160.538.620.862;20971
71;Poligono;72;9;GUAYAS;8;907;DURAN;09D24;DURAN;09D24C07;ELOY ALFARO (DURAN);92402;7.857.904.756;280.037.285.937;29530
72;Poligono;73;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C13;CHOBO;91713;38.192.453.076;413.816.687.258;3291
73;Poligono;74;9;GUAYAS;5;902;ALFREDO BAQUERIZO MORENO;09D11;ALFREDO BAQUERIZO MORENO-SIMON BOLIVAR;09D11C01;ALFREDO BAQUERIZO MORENO (JUJAN);91103;69.351.562.401;164.964.069.506;9859
74;Poligono;75;9;GUAYAS;5;902;ALFREDO BAQUERIZO MORENO;09D11;ALFREDO BAQUERIZO MORENO-SIMON BOLIVAR;09D11C02;ALFREDO BAQUERIZO MORENO (JUJAN);91104;39.767.861.509;536.602.392.196;14927
75;Poligono;76;9;GUAYAS;5;906;DAULE;09D19;DAULE-NOBOL-SANTA LUCIA;09D19C02;DAULE;91904;67.770.432.813;100726689.7;11098
76;Poligono;77;9;GUAYAS;5;920;SAN JACINTO DE YAGUACHI;09D21;SAN JACINTO DE YAGUACHI;09D21C03;GRAL. PEDRO J. MONTERO (BOLICHE);92104;56.676.934.602;752.532.671.027;8184
77;Poligono;78;9;GUAYAS;8;901;GUAYAQUIL;09D03;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;09D03C02;GUAYAQUIL- VICTORIA;90305;4.347.058.413;881.051.909.493;6775
78;Poligono;79;9;GUAYAS;8;901;GUAYAQUIL;09D02;XIMENA 2;09D02C03;GUAYAQUIL-MALVINAS 2;90202;5.777.820.847;13.612.116.205;32083
79;Poligono;80;9;GUAYAS;8;901;GUAYAQUIL;09D04;FEBRES CORDERO;09D04C02;GUAYAQUIL-CHALA;90403;6.321.610.527;134.248.714.766;35544
80;Poligono;81;9;GUAYAS;8;901;GUAYAQUIL;09D02;XIMENA 2;09D02C04;GUAYAQUIL- TRINITARIA 1;90201;8.349.077.257;200.179.631.478;41834
81;Poligono;82;9;GUAYAS;8;901;GUAYAQUIL;09D03;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;09D03C07;GUAYAQUIL-CRISTO DEL CONSUELO;90306;6.631.526.038;156.336.335.987;46486
82;Poligono;83;9;GUAYAS;8;901;GUAYAQUIL;09D03;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;09D03C06;GUAYAQUIL-ANTEPARA;90304;7.523.467.252;18.704.693.727;52876
83;Poligono;84;9;GUAYAS;8;901;GUAYAQUIL;09D06;TARQUI-2;09D06C03;GUAYAQUIL-SAMANES;90607;6.566.372.175;184.451.862.409;25513
84;Poligono;85;9;GUAYAS;8;901;GUAYAQUIL;09D03;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;09D03C03;GUAYAQUIL-9 DE OCTUBRE;90307;6.127.990.217;188.375.530.931;18704
85;Poligono;86;9;GUAYAS;8;901;GUAYAQUIL;09D03;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;09D03C01;GUAYAQUIL- CHILE;90303;5.192.762.408;166.530.476.506;23348
86;Poligono;87;9;GUAYAS;8;901;GUAYAQUIL;09D06;TARQUI-2;09D06C05;GUAYAQUIL-FLORIDA;90605;8.167.930.286;418.044.210.914;56257
87;Poligono;88;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C01;GUAYAQUIL-NUEVA PROSPERINA;90805;9.203.017.507;371.884.891.673;22865
88;Poligono;89;9;GUAYAS;8;901;GUAYAQUIL;09D07;PASCUALES - 1;09D07C02;GUAYAQUIL-BASTION POPULAR N2;90704;81.199.364;354.725.897.747;56259
89;Poligono;90;9;GUAYAS;8;901;GUAYAQUIL;09D06;TARQUI-2;09D06C04;GUAYAQUIL-JUAN MONTALVO;90606;12.070.860.974;648.120.744.554;62016
90;Poligono;91;9;GUAYAS;8;901;GUAYAQUIL;09D06;TARQUI-2;09D06C02;GUAYAQUIL-MARTHA ROLDOS;90601;7.178.063.782;31.082.783.363;56814
91;Poligono;92;9;GUAYAS;8;901;GUAYAQUIL;09D06;TARQUI-2;09D06C02;GUAYAQUIL-MARTHA ROLDOS;90603;8.067.787.264;177.175.668.324;16787
92;Poligono;93;9;GUAYAS;8;901;GUAYAQUIL;09D02;XIMENA 2;09D02C02;GUAYAQUIL-MALVINAS 1;90203;5.548.128.142;180.796.729.602;41460
93;Poligono;94;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C05;GUAYAQUIL-MONTE SINAI;90812;10.308.016.104;461.990.191.039;13628
94;Poligono;95;9;GUAYAS;8;901;GUAYAQUIL;09D07;PASCUALES - 1;09D07C01;GUAYAQUIL-MONTE BELLO;90705;10.324.228.191;514.546.301.148;8855
95;Poligono;96;9;GUAYAS;8;901;GUAYAQUIL;09D07;PASCUALES - 1;09D07C04;GUAYAQUIL-MUCHO LOTE;90703;7.886.050.975;294.746.140.308;40350
96;Poligono;97;9;GUAYAS;8;901;GUAYAQUIL;09D07;PASCUALES - 1;09D07C06;GUAYAQUIL-PASCUALES;90702;7.544.269.137;30.556.327.575;35475
97;Poligono;98;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C05;GUAYAQUIL-MONTE SINAI;90806;8.046.266.412;246.240.645.632;18122
98;Poligono;99;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C05;GUAYAQUIL-MONTE SINAI;90810;5.764.280.989;20.300.456.837;15692
99;Poligono;100;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C03;GUAYAQUIL-PARAISO DE LA FLOR;90802;8.485.043.456;291.762.414.259;48551
100;Poligono;101;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C06;GUAYAQUIL-NUEVO GUAYAQUIL;90801;8.651.234.452;331.322.453.346;28075
101;Poligono;102;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C04;GUAYAQUIL-FLOR DE BASTION;90808;95.193.321;363.377.593.535;38375
102;Poligono;103;9;GUAYAS;8;901;GUAYAQUIL;09D01;XIMENA 1 - PUNA-ESTUARIO DEL RIO GUAYAS;09D01C03;GUAYAQUIL-FLORESTA;90102;10.736.422.689;318.129.407.532;60814
103;Poligono;104;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C04;GUAYAQUIL-FLOR DE BASTION;90811;19.360.891.864;104.047.720.683;6053
104;Poligono;105;9;GUAYAS;8;901;GUAYAQUIL;09D09;TARQUI-3;09D09C03;GUAYAQUIL-CHONGON;90903;2.111.317.209;645.271.675.098;8178
105;Poligono;106;9;GUAYAS;8;907;DURAN;09D24;DURAN;09D24C05;ELOY ALFARO (DURAN);92405;10.150.046.777;392.645.265.227;38350
106;Poligono;107;9;GUAYAS;8;901;GUAYAQUIL;09D01;XIMENA 1 - PUNA-ESTUARIO DEL RIO GUAYAS;09D01C05;GUAYAQUIL-CENTENARIO;90104;10.013.913.886;433.075.721.706;38628
107;Poligono;108;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C06;MILAGRO;91708;7.941.557.126;266.158.892.632;10771
108;Poligono;109;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C05;MILAGRO;91701;5.313.042.409;129.757.757.402;12969
109;Poligono;110;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C10;MILAGRO;91703;1.887.587.536;184.083.153.806;17910
110;Poligono;111;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C02;MILAGRO;91705;10.974.179.364;496.653.931.149;10944
111;Poligono;112;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C12;MILAGRO;91704;18.742.201.228;142.629.300.112;24610
112;Poligono;113;9;GUAYAS;8;907;DURAN;09D24;DURAN;09D24C06;ELOY ALFARO (DURAN);92401;861.110.323;472.839.817.399;33840
113;Poligono;114;9;GUAYAS;8;907;DURAN;09D24;DURAN;09D24C05;ELOY ALFARO (DURAN);92404;9.456.305.404;324.575.017.887;27155
114;Poligono;115;9;GUAYAS;8;916;SAMBORONDON;09D23;SAMBORONDON;09D23C01;SAMBORONDON;92301;10.394.253.605;552.025.415.251;15752
115;Poligono;116;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C07;MILAGRO;91707;707.117.817;112.041.972.069;10990
116;Poligono;117;9;GUAYAS;8;901;GUAYAQUIL;09D01;XIMENA 1 - PUNA-ESTUARIO DEL RIO GUAYAS;09D01C01;GUAYAQUIL-GUASMO;90106;7.602.656.392;226.180.946.192;49866
117;Poligono;118;9;GUAYAS;8;901;GUAYAQUIL;09D07;PASCUALES - 1;09D07C08;GUAYAQUIL-PUENTE LUCIA;90708;2.455.480.973;185.977.250.342;6851
118;Poligono;119;9;GUAYAS;8;901;GUAYAQUIL;09D10;PROGRESO-EL MORRO-POSORJA-GUAYAQUIL AREA DE EXPANSION;09D10C03;PROGRESO-GUAYAQUIL - AREA DE EXPANSIÃ®N;91003;736.729.729.862;1702681509;26281
119;Poligono;120;9;GUAYAS;5;906;DAULE;09D19;DAULE-NOBOL-SANTA LUCIA;09D19C05;JUAN BAUTISTA AGUIRRE (LOS TINTOS);91909;41.857.512.082;495.755.733.228;5495
120;Poligono;121;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C05;GUAYAQUIL-MONTE SINAI;90809;8.132.968.771;275.353.365.566;6651
121;Poligono;122;9;GUAYAS;8;907;DURAN;09D24;DURAN;09D24C03;ELOY ALFARO (DURAN);92406;78.450.503.282;205.377.849.962;12892
122;Poligono;123;9;GUAYAS;5;914;PEDRO CARBO;09D14;PEDRO CARBO-LOMAS DE SARGENTILLO-ISIDRO AYORA;09D14C03;SABANILLA;91406;127.040.884.909;318978371.6;6931
123;Poligono;124;9;GUAYAS;5;921;PLAYAS;09D22;PLAYAS;09D22C02;GENERAL VILLAMIL (PLAYAS);92202;50.464.556.818;348.657.730.693;20614
124;Poligono;125;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C09;MILAGRO;91709;4.818.590.208;109.661.028.392;14444
125;Poligono;126;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C04;MILAGRO;91710;7.616.385.574;103.093.492.993;4522
126;Poligono;127;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C11;MILAGRO;91702;4.412.809.062;84.956.930.934;8086
127;Poligono;128;9;GUAYAS;5;913;PALESTINA;09D13;BALZAR-COLIMES-PALESTINA;09D13C09;PALESTINA;91309;4.474.819.378;75.767.456.664;11965
128;Poligono;129;9;GUAYAS;5;920;SAN JACINTO DE YAGUACHI;09D21;SAN JACINTO DE YAGUACHI;09D21C04;VIRGEN DE FATIMA;92105;49.023.723.598;530.042.413.609;14216
129;Poligono;130;9;GUAYAS;8;901;GUAYAQUIL;09D05;TARQUI 1-TENGUEL;09D05C04;GUAYAQUIL-ALBORADA;90501;4.470.445.834;100.599.573.541;12035
130;Poligono;131;9;GUAYAS;8;901;GUAYAQUIL;09D08;PASCUALES - 2;09D08C01;GUAYAQUIL-NUEVA PROSPERINA;90804;7.135.361.541;297.669.909.934;46317
131;Poligono;132;9;GUAYAS;8;907;DURAN;09D24;DURAN;09D24C04;ELOY ALFARO (DURAN);92403;30.428.928.016;231.813.536.586;9356
132;Poligono;133;9;GUAYAS;8;901;GUAYAQUIL;09D05;TARQUI 1-TENGUEL;09D05C04;GUAYAQUIL-ALBORADA;90507;6.415.644.826;142.404.730.693;12211
133;Poligono;134;9;GUAYAS;8;901;GUAYAQUIL;09D05;TARQUI 1-TENGUEL;09D05C07;TENGUEL;90510;67.504.732.456;138.800.813.376;11934
134;Poligono;135;9;GUAYAS;5;912;NARANJITO;09D18;NARANJITO-CORONEL MARCELINO MARIDUEâ€žA;09D18C02;NARANJITO;91801;46.096.639.732;613.818.101.109;13068
135;Poligono;136;9;GUAYAS;5;903;BALAO;09D12;BALAO-NARANJAL;09D12C02;BALAO;91208;85.667.971.639;254.395.565.954;14918
136;Poligono;137;9;GUAYAS;5;903;BALAO;09D12;BALAO-NARANJAL;09D12C01;BALAO;91207;68.740.822.755;154.600.102.213;5594
137;Poligono;138;9;GUAYAS;5;911;NARANJAL;09D12;BALAO-NARANJAL;09D12C03;NARANJAL;91203;7.240.698.344;139.664.199.667;9096
138;Poligono;139;9;GUAYAS;5;911;NARANJAL;09D12;BALAO-NARANJAL;09D12C07;SAN CARLOS;91206;73.075.508.014;896.581.474.251;6514
139;Poligono;140;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C15;ROBERTO ASTUDILLO (CAB EN CRUCE DE VENCI;91716;54.556.045.189;877.623.086.308;10816
140;Poligono;141;9;GUAYAS;5;927;GNRAL. ANTONIO ELIZALDE;09D16;EL TRIUNFO-GENERAL ANTONIO ELIZALDE;09D16C04;GRAL. ANTONIO ELIZALDE (BUCAY);91604;78.466.273.898;153.264.404.569;10647
141;Poligono;142;9;GUAYAS;5;912;NARANJITO;09D18;NARANJITO-CORONEL MARCELINO MARIDUEâ€žA;09D18C01;NARANJITO;91803;84.706.543.763;162190997.1;17546
142;Poligono;143;9;GUAYAS;5;909;EL TRIUNFO;09D16;EL TRIUNFO-GENERAL ANTONIO ELIZALDE;09D16C01;EL TRIUNFO;91603;100.373.005.488;235.333.775.953;12152
143;Poligono;144;9;GUAYAS;5;909;EL TRIUNFO;09D16;EL TRIUNFO-GENERAL ANTONIO ELIZALDE;09D16C02;EL TRIUNFO;91601;97.024.940.238;107.523.720.276;16351
144;Poligono;145;9;GUAYAS;5;909;EL TRIUNFO;09D16;EL TRIUNFO-GENERAL ANTONIO ELIZALDE;09D16C03;EL TRIUNFO;91602;65.686.401.448;525.751.814.216;16085
145;Poligono;146;9;GUAYAS;5;911;NARANJAL;09D12;BALAO-NARANJAL;09D12C05;NARANJAL;91204;121.448.658.701;264.888.366.892;7148
146;Poligono;147;9;GUAYAS;5;912;NARANJITO;09D18;NARANJITO-CORONEL MARCELINO MARIDUEâ€žA;09D18C03;NARANJITO;91802;5.137.533.897;125.238.355.064;6574
147;Poligono;148;9;GUAYAS;5;911;NARANJAL;09D12;BALAO-NARANJAL;09D12C08;SANTA ROSA DE FLANDES-JESUS MARIA;91202;136.255.291.843;206.450.210.529;11871
148;Poligono;149;9;GUAYAS;5;911;NARANJAL;09D12;BALAO-NARANJAL;09D12C04;NARANJAL;91201;79.757.292.709;112939334.5;23595
149;Poligono;150;9;GUAYAS;5;910;MILAGRO;09D17;MILAGRO;09D17C14;MARISCAL SUCRE (HUAQUES);91715;32.093.562.659;548.630.814.303;5358
150;Poligono;151;9;GUAYAS;5;923;CRNEL. MARCELINO MARIDUEâ€žA;09D18;NARANJITO-CORONEL MARCELINO MARIDUEâ€žA;09D18C04;CRNEL. MARCELINO MARIDUEâ€žA (SAN CARLOS);91804;96.583.347.502;254.417.405.404;12079
151;Poligono;152;9;GUAYAS;5;908;EMPALME;09D15;EL EMPALME;09D15C03;GUAYAS (PUEBLO NUEVO);91505;107.598.817.242;184.131.858.078;8694
152;Poligono;153;9;GUAYAS;5;914;PEDRO CARBO;09D14;PEDRO CARBO-LOMAS DE SARGENTILLO-ISIDRO AYORA;09D14C01;PEDRO CARBO;91402;115.085.062.753;187.806.495.438;16161
153;Poligono;154;9;GUAYAS;5;908;EMPALME;09D15;EL EMPALME;09D15C05;VELASCO IBARRA (CAB. EL EMPALME);91503;31.747.808.262;206.132.086.125;11084
154;Poligono;155;9;GUAYAS;5;908;EMPALME;09D15;EL EMPALME;09D15C01;EL ROSARIO;91504;67.756.417.286;137.505.582.847;9381
155;Poligono;156;9;GUAYAS;5;918;SANTA LUCIA;09D19;DAULE-NOBOL-SANTA LUCIA;09D19C09;SANTA LUCIA;91906;93.446.689.164;220.843.261.236;11684
156;Poligono;157;9;GUAYAS;5;918;SANTA LUCIA;09D19;DAULE-NOBOL-SANTA LUCIA;09D19C08;SANTA LUCIA;91908;55.013.389.976;105.200.442.741;14026
157;Poligono;158;9;GUAYAS;5;904;BALZAR;09D13;BALZAR-COLIMES-PALESTINA;09D13C05;BALZAR;91304;83.490.861.848;142.408.651.469;9993
158;Poligono;159;9;GUAYAS;5;905;COLIMES;09D13;BALZAR-COLIMES-PALESTINA;09D13C07;COLIMES;91306;116.047.494.443;407.706.146.648;5275
159;Poligono;160;9;GUAYAS;5;913;PALESTINA;09D13;BALZAR-COLIMES-PALESTINA;09D13C10;PALESTINA;91308;73.282.619.718;117.767.149.354;4097
160;Poligono;161;9;GUAYAS;5;905;COLIMES;09D13;BALZAR-COLIMES-PALESTINA;09D13C06;COLIMES;91305;83.356.864.668;137.248.122.262;12032
161;Poligono;162;9;GUAYAS;5;908;EMPALME;09D15;EL EMPALME;09D15C02;GUAYAS (PUEBLO NUEVO);91506;120.826.172.033;220209475.3;8893
162;Poligono;163;9;GUAYAS;5;908;EMPALME;09D15;EL EMPALME;09D15C06;VELASCO IBARRA (CAB. EL EMPALME);91502;76.466.191.062;90437284.15;19747
163;Poligono;164;9;GUAYAS;5;904;BALZAR;09D13;BALZAR-COLIMES-PALESTINA;09D13C02;BALZAR;91307;17.772.403.755;429.899.597.421;11844
164;Poligono;165;9;GUAYAS;5;904;BALZAR;09D13;BALZAR-COLIMES-PALESTINA;09D13C01;BALZAR;91301;164.353.327.434;431.803.791.582;7515
165;Poligono;166;9;GUAYAS;5;904;BALZAR;09D13;BALZAR-COLIMES-PALESTINA;09D13C03;BALZAR;91302;85.533.526.907;155.305.588.515;15101
166;Poligono;167;9;GUAYAS;5;904;BALZAR;09D13;BALZAR-COLIMES-PALESTINA;09D13C04;BALZAR;91303;44.728.102.101;280.542.777.123;9489
167;Poligono;168;9;GUAYAS;5;908;EMPALME;09D15;EL EMPALME;09D15C04;VELASCO IBARRA (CAB. EL EMPALME);91501;50.277.538.078;630.310.263.372;16824
168;Poligono;169;9;GUAYAS;5;914;PEDRO CARBO;09D14;PEDRO CARBO-LOMAS DE SARGENTILLO-ISIDRO AYORA;09D14C04;VALLE DE LA VIRGEN;91403;71.760.799.146;101.111.430.566;5232
169;Poligono;170;9;GUAYAS;5;918;SANTA LUCIA;09D19;DAULE-NOBOL-SANTA LUCIA;09D19C07;SANTA LUCIA;91907;31.989.591.753;316.347.089.327;13216
170;Poligono;171;9;GUAYAS;5;905;COLIMES;09D13;BALZAR-COLIMES-PALESTINA;09D13C08;SAN JACINTO;91310;117.935.452.034;213.418.405.378;6117
171;Poligono;172;9;GUAYAS;8;916;SAMBORONDON;09D23;SAMBORONDON;09D23C01;SAMBORONDON;92302;55.669.905.886;501.924.982.345;14978
172;Poligono;173;9;GUAYAS;8;916;SAMBORONDON;09D23;SAMBORONDON;09D23C01;SAMBORONDON;92304;104.099.201.533;170.336.662.375;21121
173;Poligono;174;12;LOS RIOS;5;1212;MOCACHE;12D03;QUEVEDO-MOCACHE;12D03C12;MOCACHE;120314;98.336.481.339;210.650.168.673;9599
174;Poligono;175;17;PICHINCHA;9;1701;QUITO;17D02;CALDERON-LLANO CHICO-GUAYLLABAMBA;17D02C10;GUAYLLABAMBA;170210;4.829.754.109;556.859.702.523;16220
175;Poligono;176;17;PICHINCHA;9;1701;QUITO;17D07;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;17D07C06;LA ECUATORIANA;170712;27.249.197.879;192.257.627.655;4337
176;Poligono;177;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C11;COCHAPAMBA;170517;29.686.966.599;211.459.772.027;96
177;Poligono;178;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C13;ZAMBIZA;170510;17.382.384.203;738.422.874.277;3934
178;Poligono;179;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C01;CONCEPCION;170507;10.603.287.407;504.935.140.744;30858
179;Poligono;180;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C10;Iâ€žAQUITO;170505;9.063.149.922;376.994.639.933;18908
180;Poligono;181;17;PICHINCHA;9;1701;QUITO;17D04;PUENGASI, CENTRO HISTORICO, SAN JUAN, LA LIBERTAD, ITCHIMBIA;17D04C07;LA LIBERTAD;170406;10.612.992.034;252.939.488.484;28734
181;Poligono;182;17;PICHINCHA;9;1701;QUITO;17D04;PUENGASI, CENTRO HISTORICO, SAN JUAN, LA LIBERTAD, ITCHIMBIA;17D04C08;ITCHIMBIA;170408;30.635.346.069;110.642.241.641;22069
182;Poligono;183;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C01;TUMBACO;170902;33.114.819.032;236.485.620.028;26049
183;Poligono;184;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C09;PUEMBO;170905;32.853.291.401;317.273.557.634;13593
184;Poligono;185;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C07;YARUQUI;170908;64.720.056.952;724.158.860.667;17867
185;Poligono;186;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C10;CHECA (CHILPA);170910;57.198.127.883;888.008.743.099;8981
186;Poligono;187;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C08;EL QUINCHE;170911;74.897.908.067;745.938.002.247;16034
187;Poligono;188;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C06;PIFO;170909;84.278.009.903;228010194.4;3283
188;Poligono;189;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C05;PIFO;170906;33.532.839.677;263.339.094.899;13362
189;Poligono;190;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C02;TUMBACO;170903;30.340.656.015;418.389.736.724;23910
190;Poligono;191;12;LOS RIOS;5;1205;QUEVEDO;12D03;QUEVEDO-MOCACHE;12D03C01;LA ESPERANZA;120310;28.182.745.885;289.785.630.108;4853
191;Poligono;192;12;LOS RIOS;5;1201;BABAHOYO;12D01;BABAHOYO-BABA-MONTALVO;12D01C05;BABAHOYO;120101;5.049.394.859;133.283.211.592;23809
